hsa-let-7i,SNHG7
hsa-let-7i,FTX
hsa-let-7i,SNHG3
hsa-let-7i,SNHG1
hsa-let-7i,MALAT1
hsa-let-7i,aHIF
hsa-let-7i,SNHG6
hsa-miR-1,MALAT1
hsa-miR-1,GAS5
hsa-miR-1,ENTPD1-AS1
hsa-miR-1,NEAT1
hsa-miR-1,TPT1-AS1
hsa-miR-1,aHIF
hsa-miR-1,OIP5-AS1
hsa-miR-1,LINC00667
hsa-miR-1,LINC00662
hsa-miR-1,LINC00887
hsa-miR-1,CASC9
hsa-miR-1,RMRP
hsa-miR-1,TP73-AS1
hsa-miR-1,H19
hsa-miR-1,LINC00958
hsa-miR-1,DCTN1-AS1
hsa-miR-1,TUG1
hsa-miR-1,DANCR
hsa-miR-1,SNHG15
hsa-miR-1,TP53TG1
hsa-miR-1,CASC7
hsa-miR-1,XIST
hsa-miR-1,CUDR
hsa-miR-1,CYTOR
hsa-miR-1,MIR4435-2HG
hsa-miR-1,LINC00174
hsa-miR-1,LINC-PINT
hsa-miR-1,OTUD6B-AS1
hsa-miR-1,LINC00707
hsa-miR-1,HOTAIR
hsa-miR-1,LINC00641
hsa-miR-1,SNHG14
hsa-miR-1,UCA1
hsa-miR-1,LINC00261
hsa-miR-1,MIAT
hsa-miR-100,DLEU1
hsa-miR-100,TP73-AS1
hsa-miR-100,OIP5-AS1
hsa-miR-100,H19
hsa-miR-100,LINC00958
hsa-miR-100,LINC00657
hsa-miR-101,PTPRG-AS1
hsa-miR-101,LINC00265
hsa-miR-101,SNHG6
hsa-miR-101,FAM201A
hsa-miR-101,SNHG1
hsa-miR-101,NEAT1
hsa-miR-101,MALAT1
hsa-miR-101,SNHG14
hsa-miR-101,GABPB1-AS1
hsa-miR-101,AC008392.1
hsa-miR-101,DSCAM-AS1
hsa-miR-101,XIST
hsa-miR-101,HOTAIR
hsa-miR-101-1,MALAT1
hsa-miR-101-1,WT1-AS
hsa-miR-101-1,SPRY4-IT1
hsa-miR-101-1,NEAT1
hsa-miR-101-1,SNHG6
hsa-miR-103a,CYTOR
hsa-miR-103a,TTN-AS1
hsa-miR-103a,FGD5-AS1
hsa-miR-103a,DLG1-AS1
hsa-miR-103a,HCG18
hsa-miR-103a,HOTAIRM1
hsa-miR-103a,DLX6-AS1
hsa-miR-103a,LINC00707
hsa-miR-103a,H19
hsa-miR-103a,KCNQ1OT1
hsa-miR-103a,NEAT1
hsa-miR-103a,LINC00641
hsa-miR-103a,MEG8
hsa-miR-103a,PCAT18
hsa-miR-103a,LINC00662
hsa-miR-103a,TRPM2-AS
hsa-miR-103a,XIST
hsa-miR-103a,MIR503HG
hsa-miR-103a-2,BCYRN1
hsa-miR-103a-2,GAS5
hsa-miR-103a-2,CASC2
hsa-miR-103a-2,H19
hsa-miR-103a-2,KCNQ1OT1
hsa-miR-103a-2,NEAT1
hsa-miR-103a-2,CTD-2574D22.4
hsa-miR-103a-2,LINC00662
hsa-miR-103a-2,TUG1
hsa-miR-103a-2,FGD5-AS1
hsa-miR-103a-2,HCG18
hsa-miR-103a-2,MAGI2-AS3
hsa-miR-103a-2,TP53TG1
hsa-miR-103a-2,CASC7
hsa-miR-103a-2,XIST
hsa-miR-103a-2,FTX
hsa-miR-103a-2,SNHG12
hsa-miR-103a-2,SNHG1
hsa-miR-103a-2,SNHG16
hsa-miR-103a-2,UPF1
hsa-miR-103a-2,GNAS-AS1
hsa-miR-103a-2,LINC00176
hsa-miR-103a-2,SNHG5
hsa-miR-103a-2,PVT1
hsa-miR-103a-2,SNHG7
hsa-miR-106a,AC007743.1
hsa-miR-106a,BCYRN1
hsa-miR-106a,CBR3-AS1
hsa-miR-106a,CDKN2B-AS1
hsa-miR-106a,CTD-2574D22.4
hsa-miR-106a,DANCR
hsa-miR-106a,FBXL19-AS1
hsa-miR-106a,FGD5-AS1
hsa-miR-106a,FTX
hsa-miR-106a,GAS5
hsa-miR-106a,GNAS-AS1
hsa-miR-106a,H19
hsa-miR-106a,HAS2-AS1
hsa-miR-106a,HCG18
hsa-miR-106a,HCP5
hsa-miR-106a,HLA-F-AS1
hsa-miR-106a,HOTAIR
hsa-miR-106a,HOTAIRM1
hsa-miR-106a,HOTTIP
hsa-miR-106a,HOXA11-AS
hsa-miR-106a,HOXC-AS3
hsa-miR-106a,HOXD-AS1
hsa-miR-106a,JPX
hsa-miR-106a,KCNQ1OT1
hsa-miR-106a,LIFR-AS1
hsa-miR-106a,LINC00152
hsa-miR-106a,LINC00173
hsa-miR-106a,LINC00174
hsa-miR-106a,LINC00221
hsa-miR-106a,LINC00313
hsa-miR-106a,LINC00319
hsa-miR-106a,LINC00324
hsa-miR-106a,LINC00337
hsa-miR-106a,LINC00339
hsa-miR-106a,LINC00341
hsa-miR-106a,LINC00467
hsa-miR-106a,LINC00472
hsa-miR-106a,LINC00473
hsa-miR-106a,LINC00518
hsa-miR-106a,LINC00520
hsa-miR-106a,MAGI2-AS3
hsa-miR-106a,MALAT1
hsa-miR-106a,MCM3AP-AS1
hsa-miR-106a,MEG3
hsa-miR-106a,MIR137HG
hsa-miR-106a,MIR210HG
hsa-miR-106a,MIR22HG
hsa-miR-106a,MIR31HG
hsa-miR-106a,MYLK-AS1
hsa-miR-106a,NEAT1
hsa-miR-106a,OIP5-AS1
hsa-miR-106a,PART1
hsa-miR-106a,PCAT1
hsa-miR-106a,PINK1-AS
hsa-miR-106a,PLAC2
hsa-miR-106a,PVT1
hsa-miR-106a,RP11-160H22.5
hsa-miR-106a,RP11-181G12.2
hsa-miR-106a,RP11-363E7.4
hsa-miR-106a,LINC00963
hsa-miR-106a,RP11-552M11.4
hsa-miR-106a,IPW
hsa-miR-106a,RPPH1
hsa-miR-106a,SMAD5-AS1
hsa-miR-106a,SNHG1
hsa-miR-106a,SNHG11
hsa-miR-106a,SNHG12
hsa-miR-106a,SNHG3
hsa-miR-106a,SNHG5
hsa-miR-106a,SNHG6
hsa-miR-106a,SNHG7
hsa-miR-106a,SNHG9
hsa-miR-106a,TP73-AS1
hsa-miR-106a,TPT1-AS1
hsa-miR-106a,TTTY15
hsa-miR-106a,TUG1
hsa-miR-106a,XIST
hsa-miR-106a,ZNFX1-AS1
hsa-miR-106a,ZNRD1-AS1
hsa-miR-106a,GAS5-AS1
hsa-miR-106a,ENTPD1-AS1
hsa-miR-106a,HOXB-AS1
hsa-miR-106a,SNHG16
hsa-miR-106a,ILF3-AS1
hsa-miR-106a,LINC00657
hsa-miR-106a,LINC00887
hsa-miR-106a,CASC7
hsa-miR-106a,LINC00958
hsa-miR-106a,TMPO-AS1
hsa-miR-106a,BLACAT1
hsa-miR-106a,HAGLR
hsa-miR-106a,LMCD1-AS1
hsa-miR-106a,PSMD6-AS1
hsa-miR-106a,LINC01194
hsa-miR-106a,NNT-AS1
hsa-miR-106a,AL031123.2
hsa-miR-106a,HOXA-AS2
hsa-miR-106a,LINC00689
hsa-miR-106a,PAUPAR
hsa-miR-106a,DLEU1
hsa-miR-106a,SNHG14
hsa-miR-106a,GABPB1-AS1
hsa-miR-106a,NPTN-IT1
hsa-miR-106a,SNHG20
hsa-miR-106a,NORAD
hsa-miR-106a,AL031595.2
hsa-miR-106b,BCYRN1
hsa-miR-106b,MALAT1
hsa-miR-106b,XIST
hsa-miR-106b,MATN1-AS1
hsa-miR-106b,GAS5-AS1
hsa-miR-106b,H19
hsa-miR-106b,NEAT1
hsa-miR-106b,CTD-2574D22.4
hsa-miR-106b,MIR22HG
hsa-miR-106b,SNHG16
hsa-miR-106b,ILF3-AS1
hsa-miR-106b,LINC00657
hsa-miR-106b,TUG1
hsa-miR-106b,FGD5-AS1
hsa-miR-106b,LINC00887
hsa-miR-106b,HCG18
hsa-miR-106b,SNHG5
hsa-miR-106b,CASC7
hsa-miR-106b,KCNQ1OT1
hsa-miR-106b,LINC00958
hsa-miR-106b,SNHG1
hsa-miR-106b,TMPO-AS1
hsa-miR-106b,RPPH1
hsa-miR-106b,IPW
hsa-miR-106b,OIP5-AS1
hsa-miR-106b,PINK1-AS
hsa-miR-106b,BLACAT1
hsa-miR-106b,HAGLR
hsa-miR-106b,LMCD1-AS1
hsa-miR-106b,PSMD6-AS1
hsa-miR-106b,LINC01194
hsa-miR-106b,NNT-AS1
hsa-miR-106b,PART1
hsa-miR-106b,AL031123.2
hsa-miR-106b,HCP5
hsa-miR-106b,HOTAIRM1
hsa-miR-106b,HOXA-AS2
hsa-miR-106b,LINC00689
hsa-miR-106b,PVT1
hsa-miR-106b,PAUPAR
hsa-miR-106b,HOTAIR
hsa-miR-106b,DLEU1
hsa-miR-106b,SNHG14
hsa-miR-106b,GABPB1-AS1
hsa-miR-106b,NPTN-IT1
hsa-miR-106b,SNHG20
hsa-miR-106b,NORAD
hsa-miR-106b,AL031595.2
hsa-miR-106b,TTTY15
hsa-miR-107,CYTOR
hsa-miR-107,TTN-AS1
hsa-miR-107,FGD5-AS1
hsa-miR-107,DLG1-AS1
hsa-miR-107,HCG18
hsa-miR-107,HOTAIRM1
hsa-miR-107,DLX6-AS1
hsa-miR-107,LINC00707
hsa-miR-107,H19
hsa-miR-107,KCNQ1OT1
hsa-miR-107,NEAT1
hsa-miR-107,LINC00641
hsa-miR-107,MEG8
hsa-miR-107,PCAT18
hsa-miR-107,LINC00662
hsa-miR-107,TRPM2-AS
hsa-miR-107,XIST
hsa-miR-107,MIR503HG
hsa-miR-107,BCYRN1
hsa-miR-107,CASC2
hsa-miR-107,CTD-2574D22.4
hsa-miR-107,TUG1
hsa-miR-107,MAGI2-AS3
hsa-miR-107,TP53TG1
hsa-miR-107,CASC7
hsa-miR-107,FTX
hsa-miR-107,SNHG12
hsa-miR-107,SNHG1
hsa-miR-107,SNHG16
hsa-miR-107,UPF1
hsa-miR-107,GNAS-AS1
hsa-miR-107,LINC00176
hsa-miR-107,SNHG5
hsa-miR-107,PVT1
hsa-miR-107,SNHG7
hsa-miR-10a,MALAT1
hsa-miR-10a,TP73-AS1
hsa-miR-10a,GAS5
hsa-miR-10a,H19
hsa-miR-10a,RPPH1
hsa-miR-10a,aHIF
hsa-miR-10a,MIR22HG
hsa-miR-10a,XIST
hsa-miR-10a,SNHG3
hsa-miR-10a,SNHG1
hsa-miR-10a,NEAT1
hsa-miR-10a,DANCR
hsa-miR-10a,ZFAS1
hsa-miR-10a,SNHG5
hsa-miR-10a,RHPN1-AS1
hsa-miR-10a,LINC00963
hsa-miR-10a,SNHG7
hsa-miR-10a,KRTAP5-AS1
hsa-miR-10a,KCNQ1OT1
hsa-miR-10a,MIR100HG
hsa-miR-10a,LINC00641
hsa-miR-10a,MEG3
hsa-miR-10a,SNHG16
hsa-miR-10a,AC245452.1
hsa-miR-10b,TP73-AS1
hsa-miR-10b,GAS5
hsa-miR-10b,RPPH1
hsa-miR-10b,aHIF
hsa-miR-10b,MIR22HG
hsa-miR-10b,XIST
hsa-miR-10b,SNHG3
hsa-miR-10b,H19
hsa-miR-10b,SNHG1
hsa-miR-10b,NEAT1
hsa-miR-10b,DANCR
hsa-miR-10b,SNHG5
hsa-miR-10b,RHPN1-AS1
hsa-miR-10b,LINC00963
hsa-miR-10b,SNHG7
hsa-miR-10b,KRTAP5-AS1
hsa-miR-10b,KCNQ1OT1
hsa-miR-10b,MIR100HG
hsa-miR-10b,LINC00641
hsa-miR-10b,MEG3
hsa-miR-10b,SNHG16
hsa-miR-10b,AC245452.1
hsa-miR-1207,SNHG3
hsa-miR-1207,XIST
hsa-miR-1207,BC032469
hsa-miR-122,GAS5
hsa-miR-122,KCNQ1OT1
hsa-miR-122,NEAT1
hsa-miR-122,CACNA1G-AS1
hsa-miR-122,LINC00662
hsa-miR-122,TUG1
hsa-miR-122,FGD5-AS1
hsa-miR-122,CASC7
hsa-miR-122,XIST
hsa-miR-122,TP73-AS1
hsa-miR-122,H19
hsa-miR-122,LINC00958
hsa-miR-122,SNHG1
hsa-miR-122,RPPH1
hsa-miR-122,MAFG-AS1
hsa-miR-122,ILF3-AS1
hsa-miR-122,LINC00657
hsa-miR-122,LINC00176
hsa-miR-122,HCG18
hsa-miR-122,RMRP
hsa-miR-122,SNHG7
hsa-miR-122,CUDR
hsa-miR-122,CDKN2B-AS1
hsa-miR-122,LINC01140
hsa-miR-122,MIR205HG
hsa-miR-122,LINC01018
hsa-miR-122,EIF3J-AS1
hsa-miR-122,GABPB1-AS1
hsa-miR-122,DRAIC
hsa-miR-122,ASB16-AS1
hsa-miR-122,SNHG11
hsa-miR-122,DSCAM-AS1
hsa-miR-1228,BCYRN1
hsa-miR-124,HOTAIR
hsa-miR-124,MALAT1
hsa-miR-124,XIST
hsa-miR-124,HOXA11-AS
hsa-miR-124,PCGEM1
hsa-miR-124,FGD5-AS1
hsa-miR-124,PTPRG-AS1
hsa-miR-124,DLX6-AS1
hsa-miR-124,LINC00963
hsa-miR-124,KCNQ1OT1
hsa-miR-124,NEAT1
hsa-miR-124,LINC00173
hsa-miR-124,LINC01089
hsa-miR-124,SNHG14
hsa-miR-124,LINC00511
hsa-miR-124,SNHG16
hsa-miR-124,LINC01433
hsa-miR-124,SNHG17
hsa-miR-124,OGFRP1
hsa-miR-124,CUDR
hsa-miR-125a,MIR22HG
hsa-miR-125a,XIST
hsa-miR-125a,TP73-AS1
hsa-miR-125a,H19
hsa-miR-125a,KCNQ1OT1
hsa-miR-125a,NEAT1
hsa-miR-125a,aHIF
hsa-miR-125a,MEG3
hsa-miR-125a,SNHG8
hsa-miR-125a,SNHG15
hsa-miR-125a,SNHG3
hsa-miR-125a,MATN1-AS1
hsa-miR-125a,GAS5
hsa-miR-125a,SNHG1
hsa-miR-125a,MALAT1
hsa-miR-125a,RPPH1
hsa-miR-125a,LINC00657
hsa-miR-125a,HCG18
hsa-miR-125a,CUDR
hsa-miR-125a,CYTOR
hsa-miR-125a,MIR4435-2HG
hsa-miR-125a,DANCR
hsa-miR-125a,BDNF-AS
hsa-miR-125a,LINC00667
hsa-miR-125a,PCAT18
hsa-miR-125a,LINC00261
hsa-miR-125a,PICSAR
hsa-miR-125b,CYTOR
hsa-miR-125b,MIR4435-2HG
hsa-miR-125b,DANCR
hsa-miR-125b,KCNQ1OT1
hsa-miR-125b,BDNF-AS
hsa-miR-125b,NEAT1
hsa-miR-125b,LINC00667
hsa-miR-125b,PCAT18
hsa-miR-125b,LINC00261
hsa-miR-125b,PICSAR
hsa-miR-125b,XIST
hsa-miR-125b,TP73-AS1
hsa-miR-125b,aHIF
hsa-miR-125b,MEG3
hsa-miR-125b,SNHG15
hsa-miR-125b,SNHG3
hsa-miR-125b,MATN1-AS1
hsa-miR-125b,GAS5
hsa-miR-125b,SNHG1
hsa-miR-125b,MALAT1
hsa-miR-125b,RPPH1
hsa-miR-125b,LINC00657
hsa-miR-125b,HCG18
hsa-miR-125b,TINCR
hsa-miR-125b-2,XIST
hsa-miR-126,XIST
hsa-miR-126,MIR34AHG
hsa-miR-126,DNM3OS
hsa-miR-126,FGD5-AS1
hsa-miR-126,PRNCR1
hsa-miR-126,FAM201A
hsa-miR-126,KCNQ1OT1
hsa-miR-126,NEAT1
hsa-miR-126,MALAT1
hsa-miR-126,HOTAIR
hsa-miR-126,TMPO-AS1
hsa-miR-126,DLEU1
hsa-miR-126,OIP5-AS1
hsa-miR-126,GABPB1-AS1
hsa-miR-126,CRNDE
hsa-miR-126,LINC00667
hsa-miR-126,LINC00665
hsa-miR-126,LINC00261
hsa-miR-126,LINC00461
hsa-miR-126,FENDRR
hsa-miR-127,LINC00982
hsa-miR-127,MATN1-AS1
hsa-miR-127,FOXD3-AS1
hsa-miR-127,TTN-AS1
hsa-miR-127,C5orf66-AS1
hsa-miR-127,TOB1-AS1
hsa-miR-127,RPPH1
hsa-miR-127,TP73-AS1
hsa-miR-127,KRTAP5-AS1
hsa-miR-127,CASC7
hsa-miR-127,FBXL19-AS1
hsa-miR-127,SNHG15
hsa-miR-127,MALAT1
hsa-miR-128,GAS5
hsa-miR-128,H19
hsa-miR-128,KCNQ1OT1
hsa-miR-128,SNHG1
hsa-miR-128,NEAT1
hsa-miR-128,EIF3J-AS1
hsa-miR-128,LINC00662
hsa-miR-128,MDC1-AS1
hsa-miR-128,CASC7
hsa-miR-128,XIST
hsa-miR-128,LINC00339
hsa-miR-128,ZEB1-AS1
hsa-miR-128,MALAT1
hsa-miR-128,aHIF
hsa-miR-128,LINC00668
hsa-miR-128,UPF1
hsa-miR-128,LINC00657
hsa-miR-128,TUG1
hsa-miR-128,HCG18
hsa-miR-128,FTX
hsa-miR-128,SNHG3
hsa-miR-128,FOXD3-AS1
hsa-miR-128,CYTOR
hsa-miR-128,MIR4435-2HG
hsa-miR-128,PTPRG-AS1
hsa-miR-128,MUC20-OT1
hsa-miR-128,HLA-F-AS1
hsa-miR-128,HCP5
hsa-miR-128,MAGI2-AS3
hsa-miR-128,PCAT1
hsa-miR-128,AC125807.2
hsa-miR-128,DLEU2
hsa-miR-128,LINC00346
hsa-miR-128,MEG8
hsa-miR-128,OIP5-AS1
hsa-miR-128,GABPB1-AS1
hsa-miR-128,CCDC144NL-AS1
hsa-miR-128,SNHG16
hsa-miR-128,LINC00261
hsa-miR-128,PVT1
hsa-miR-129,PCGEM1
hsa-miR-129,FGD5-AS1
hsa-miR-129,PTPRG-AS1
hsa-miR-129,TUSC7
hsa-miR-129,HCG18
hsa-miR-129,HOTAIRM1
hsa-miR-129,LINC00689
hsa-miR-129,OTUD6B-AS1
hsa-miR-129,KCNQ1OT1
hsa-miR-129,NEAT1
hsa-miR-129,MALAT1
hsa-miR-129,LINC01089
hsa-miR-129,MEG3
hsa-miR-129,OIP5-AS1
hsa-miR-129,GABPB1-AS1
hsa-miR-129,NBR2
hsa-miR-129,GACAT2
hsa-miR-129,LINC00665
hsa-miR-129,LINC00261
hsa-miR-129,TUG1
hsa-miR-129,XIST
hsa-miR-129,RP11-552M11.4
hsa-miR-129,H19
hsa-miR-129,LINC00958
hsa-miR-129,SNHG1
hsa-miR-129,SNHG16
hsa-miR-129,MLK7-AS1
hsa-miR-129,LINC00657
hsa-miR-129,SNHG12
hsa-miR-129,ENTPD1-AS1
hsa-miR-129,IPW
hsa-miR-129,UPF1
hsa-miR-129,CASC7
