hsa-mir-505,Carcinoma Hepatocellular
hsa-mir-206,Rhabdomyosarcoma
hsa-mir-150,Diabetic Retinopathy
hsa-mir-34a,Obesity
hsa-mir-122,Pterygium
hsa-mir-145,Prostatic Neoplasms
hsa-mir-27a,Arthritis Rheumatoid
hsa-mir-424,Carcinoma Non-Small-Cell Lung
hsa-let-7,Sarcoma Kaposi
hsa-mir-142,Carcinoma Hepatocellular
hsa-mir-320a,Carcinoma Hepatocellular
hsa-mir-423,Glioma
hsa-mir-126,Carcinoma Hepatocellular
hsa-mir-146a,Gout
hsa-mir-15a,Carcinoma Non-Small-Cell Lung
hsa-mir-125b,Leukemia B-Cell
hsa-mir-21,Spinal Cord Injuries
hsa-mir-148b,Endometrial Neoplasms
hsa-mir-223,Leukemia Promyelocytic Acute
hsa-mir-1-2,Heart Failure
hsa-mir-24-1,Tourette Syndrome
hsa-let-7a-1,Colonic Neoplasms
hsa-let-7a-1,Lung Neoplasms
hsa-let-7a-2,Colonic Neoplasms
hsa-let-7a-2,Lung Neoplasms
hsa-let-7a-3,Colonic Neoplasms
hsa-let-7a-3,Lung Neoplasms
hsa-let-7b,Colonic Neoplasms
hsa-let-7b,Lung Neoplasms
hsa-let-7c,Colonic Neoplasms
hsa-let-7c,Lung Neoplasms
hsa-let-7d,Colonic Neoplasms
hsa-let-7d,Lung Neoplasms
hsa-let-7e,Colonic Neoplasms
hsa-let-7e,Lung Neoplasms
hsa-let-7f-1,Colonic Neoplasms
hsa-let-7f-1,Lung Neoplasms
hsa-let-7f-2,Colonic Neoplasms
hsa-let-7f-2,Lung Neoplasms
hsa-let-7g,Colonic Neoplasms
hsa-let-7g,Lung Neoplasms
hsa-let-7i,Colonic Neoplasms
hsa-let-7i,Lung Neoplasms
hsa-mir-221,Carotid Artery Diseases
hsa-mir-222,Carotid Artery Diseases
hsa-mir-10b,Myocardial Infarction
hsa-mir-150,Carcinoma Hepatocellular
hsa-mir-126,Asthma
hsa-let-7a-1,Neoplasms
hsa-let-7a-2,Neoplasms
hsa-let-7a-3,Neoplasms
hsa-mir-200a,Neoplasms
hsa-mir-200b,Neoplasms
hsa-mir-200c,Neoplasms
hsa-mir-21,Breast Neoplasms
hsa-mir-221,Carcinoma Hepatocellular
hsa-mir-124-1,Neuroblastoma
hsa-mir-124-2,Neuroblastoma
hsa-mir-124-3,Neuroblastoma
hsa-mir-122,Hepatitis C
hsa-mir-181b-1,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-21,Heart Diseases
hsa-let-7i,Carcinoma Renal Cell
hsa-mir-138-1,Carcinoma Renal Cell
hsa-mir-138-2,Carcinoma Renal Cell
hsa-mir-21,Glioma
hsa-mir-150,Leukemia
hsa-mir-204,Neoplasms
hsa-mir-21,Glioblastoma
hsa-mir-18a,Immune System Diseases
hsa-mir-17,Medulloblastoma
hsa-mir-19a,Medulloblastoma
hsa-mir-196b,Leukemia Myeloid Acute
hsa-mir-21,Leukemia Myeloid Acute
hsa-mir-92a,Leukemia Promyelocytic Acute
hsa-let-7b,Neoplasms
hsa-mir-17,Multiple Sclerosis
hsa-mir-155,Encephalomyelitis
hsa-mir-18a,Prostatic Neoplasms
hsa-mir-21,Carcinoma Non-Small-Cell Lung
hsa-mir-182,Ovarian Neoplasms
hsa-mir-92a,Myocardial Reperfusion Injury
hsa-mir-145,Atherosclerosis
hsa-mir-21,Lung Neoplasms
hsa-mir-21,Obesity
hsa-mir-17,Leukemia Lymphocytic Chronic B-Cell
hsa-mir-21,Aneurysm
hsa-mir-21,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-19b,Carcinoma Embryonal
hsa-let-7c,Heart Diseases
hsa-mir-155,Neoplasms
hsa-mir-17,Leukemia Myelogenous Chronic BCR-ABL Positive
hsa-mir-20a,Leukemia Myelogenous Chronic BCR-ABL Positive
hsa-mir-155,Spinal Cord Injuries
hsa-mir-21,Cholangiocarcinoma
hsa-mir-221,Arthritis Rheumatoid
hsa-mir-31,Myocardial Infarction
hsa-mir-208a,Myocardial Infarction
hsa-mir-195,Diabetic Cardiomyopathies
hsa-mir-21,Colorectal Neoplasms
hsa-let-7,Neoplasms
hsa-mir-34a,Myocardial Infarction
hsa-mir-214,Liver Cirrhosis
hsa-mir-17,Graft vs Host Disease
hsa-mir-19b,Graft vs Host Disease
hsa-mir-372,Stomach Neoplasms
hsa-mir-150,Chemical and Drug Induced Liver Injury
hsa-mir-181a,Ischemia
hsa-mir-21,Non-alcoholic Fatty Liver Disease
hsa-mir-155,Stroke
hsa-mir-20a,Carcinoma Non-Small-Cell Lung
hsa-mir-205,Neoplasms
hsa-mir-222,Pancreatic Neoplasms
hsa-mir-503,Esophageal Neoplasms
hsa-mir-96,Urinary Bladder Neoplasms
hsa-mir-155,Inferior Wall Myocardial Infarction
hsa-mir-106b,Carcinoma Renal Cell
hsa-mir-210,Nervous System Diseases
hsa-mir-184,Carcinoma Pancreatic Ductal
hsa-mir-630,Ovarian Neoplasms
hsa-mir-15b,Colorectal Neoplasms
hsa-mir-193,Stomach Neoplasms
hsa-mir-126,Myocardial Infarction
hsa-mir-223,Encephalomyelitis
hsa-mir-125b,Amyotrophic Lateral Sclerosis
hsa-mir-210,Myocardial Infarction
hsa-mir-130b,Carcinoma Hepatocellular
hsa-mir-21,Myocardial Reperfusion Injury
hsa-mir-222,Neoplasms
hsa-mir-199a,Pancreatic Neoplasms
hsa-mir-34a,Cholangiocarcinoma
hsa-mir-125b,Melanoma
hsa-mir-223,Multiple Sclerosis
hsa-mir-25,Choriocarcinoma
hsa-mir-192,Chemical and Drug Induced Liver Injury
hsa-mir-128,Myocardial Reperfusion Injury
hsa-mir-125b,Leukemia Myelogenous Chronic BCR-ABL Positive
hsa-mir-451,Leukemia Myelogenous Chronic BCR-ABL Positive
hsa-mir-224,Brain Ischemia
hsa-mir-544a,Colorectal Neoplasms
hsa-mir-592,Colorectal Neoplasms
hsa-mir-21,Esophageal Neoplasms
hsa-mir-138,Intervertebral Disc Degeneration
hsa-mir-27b,Carcinoma Non-Small-Cell Lung
hsa-mir-21,Liver Cirrhosis
hsa-mir-454,Carcinoma Non-Small-Cell Lung
hsa-mir-93,Uterine Cervical Neoplasms
hsa-mir-206,Tuberculosis
hsa-mir-155,Graft vs Host Disease
hsa-mir-224,Stomach Neoplasms
hsa-mir-214,Breast Neoplasms
hsa-mir-214,Melanoma
hsa-mir-154,Glioblastoma
hsa-mir-155,Acute Lung Injury
hsa-mir-181a,Carcinoma Hepatocellular
hsa-mir-9,Triple Negative Breast Neoplasms
hsa-mir-23a,Macular Degeneration
hsa-mir-942,Sarcoma Kaposi
hsa-mir-10b,Endometrial Neoplasms
hsa-mir-9,Prostatic Neoplasms
hsa-mir-21,Asthma
hsa-mir-106b,Pituitary Neoplasms
hsa-mir-155,Uterine Cervical Neoplasms
hsa-mir-210,Epilepsy
hsa-mir-182,Triple Negative Breast Neoplasms
hsa-mir-137,Vascular System Injuries
hsa-mir-17,Lymphoma
hsa-mir-21,Osteosarcoma
hsa-mir-106b,Breast Neoplasms
hsa-mir-127,Obesity
hsa-mir-21,Melanoma
hsa-mir-181a,Uterine Cervical Neoplasms
hsa-mir-322,Breast Neoplasms
hsa-mir-424,Breast Neoplasms
hsa-mir-503,Breast Neoplasms
hsa-mir-27a,Colorectal Neoplasms
hsa-mir-155,Infection
hsa-mir-29a,Breast Neoplasms
hsa-mir-21,Neoplasms
hsa-mir-146a,Listeriosis
hsa-mir-21,Colitis
hsa-mir-21,Hepatitis Alcoholic
hsa-mir-1246,Uterine Cervical Neoplasms
hsa-mir-299,Carcinoma Hepatocellular
hsa-mir-17,Hematologic Neoplasms
hsa-mir-18a,Hematologic Neoplasms
hsa-mir-19a,Hematologic Neoplasms
hsa-mir-19b-1,Hematologic Neoplasms
hsa-mir-20a,Hematologic Neoplasms
hsa-mir-17,Colonic Neoplasms
hsa-mir-17,Lung Neoplasms
hsa-mir-18a,Colonic Neoplasms
hsa-mir-18a,Lung Neoplasms
hsa-mir-19a,Colonic Neoplasms
hsa-mir-19a,Lung Neoplasms
hsa-mir-19b-1,Colonic Neoplasms
hsa-mir-19b-1,Lung Neoplasms
hsa-mir-20a,Colonic Neoplasms
hsa-mir-20a,Lung Neoplasms
hsa-mir-92a-1,Colonic Neoplasms
hsa-mir-92a-1,Lung Neoplasms
hsa-let-7g,Carcinoma Non-Small-Cell Lung
hsa-mir-184,Carcinoma Squamous Cell
hsa-mir-221,Prostatic Neoplasms
hsa-mir-222,Prostatic Neoplasms
hsa-mir-31,Leiomyosarcoma
hsa-mir-125a,Ovarian Neoplasms
hsa-mir-26a,Glioblastoma
hsa-mir-17,Neoplasms
hsa-mir-18a,Neoplasms
hsa-mir-19a,Neoplasms
hsa-mir-19b-1,Neoplasms
hsa-mir-19b-2,Neoplasms
hsa-mir-92a-1,Neoplasms
hsa-mir-92a-2,Neoplasms
hsa-mir-125b,Leukemia
hsa-mir-18a,Urinary Bladder Neoplasms
hsa-mir-19a,Urinary Bladder Neoplasms
hsa-mir-155,Hepatitis C
hsa-mir-196b,Hepatitis C
hsa-mir-125b-2,Glioblastoma
hsa-mir-17,Burkitt Lymphoma
hsa-mir-18a,Burkitt Lymphoma
hsa-mir-19a,Burkitt Lymphoma
hsa-mir-19b-1,Burkitt Lymphoma
hsa-mir-20a,Burkitt Lymphoma
hsa-mir-92a-1,Burkitt Lymphoma
hsa-mir-10b,Pancreatic Neoplasms
hsa-mir-155,Carcinoma Hepatocellular
hsa-mir-122,Carcinoma Hepatocellular
hsa-mir-223,Leukemia Lymphocytic Chronic B-Cell
hsa-mir-200a,Prostatic Neoplasms
hsa-mir-28,Colorectal Neoplasms
hsa-mir-17,Leukemia
hsa-mir-19a,Leukemia Erythroblastic Acute
hsa-mir-92a,Leukemia Erythroblastic Acute
hsa-mir-130a,Ovarian Neoplasms
hsa-mir-125b,Leukemia Myeloid Acute
hsa-mir-615,Carcinoma Hepatocellular
hsa-mir-221,Thyroid Neoplasms
hsa-mir-132,Heart Diseases
hsa-mir-212,Heart Diseases
hsa-mir-221,Inflammation
hsa-mir-17,Stomach Neoplasms
hsa-mir-20a,Stomach Neoplasms
hsa-mir-100,Carcinoma Renal Cell
hsa-mir-106b,Carcinoma Hepatocellular
hsa-mir-1,Myocardial Infarction
hsa-mir-146a,Sepsis
hsa-mir-9,Leukemia
hsa-mir-146b,Inflammation
hsa-mir-22,Heart Diseases
hsa-mir-449a,Retinoblastoma
hsa-mir-32,Colorectal Neoplasms
hsa-mir-18a,Leukemia B-Cell
hsa-mir-19a,Leukemia B-Cell
hsa-mir-19b,Leukemia B-Cell
hsa-mir-92a,Leukemia B-Cell
hsa-mir-18a,Staphylococcal Scalded Skin Syndrome
hsa-let-7a,Lupus Erythematosus Systemic
hsa-mir-296,Prostatic Neoplasms
hsa-mir-9,Hypertension Pulmonary
hsa-mir-210,Gastrointestinal Stromal Tumors
hsa-mir-125a,Myelodysplastic Syndromes
hsa-mir-30c,Heart Diseases
hsa-mir-429,Ovarian Neoplasms
hsa-mir-30a,Nasopharyngeal Neoplasms
hsa-mir-222,Carcinoma Hepatocellular
hsa-mir-23b,Breast Neoplasms
hsa-mir-24,Breast Neoplasms
hsa-mir-27b,Breast Neoplasms
hsa-mir-9,Osteosarcoma
hsa-mir-214,Cardiomegaly
hsa-mir-195,Heart Diseases
hsa-mir-146a,Breast Neoplasms
hsa-mir-21,Stomach Neoplasms
hsa-mir-196a,Mouth Neoplasms
hsa-mir-223,Colorectal Neoplasms
hsa-mir-410,Colorectal Neoplasms
hsa-mir-374a,Neoplasms
hsa-mir-545,Neoplasms
hsa-mir-200c,Breast Neoplasms
hsa-mir-34a,Hearing Loss Central
hsa-mir-29c,Brain Diseases
hsa-mir-433,Ovarian Neoplasms
hsa-mir-221,Neoplasms
hsa-mir-153,Carcinoma Hepatocellular
hsa-mir-21,Uterine Cervical Neoplasms
hsa-mir-125a,Hepatitis B Chronic
hsa-mir-196a,Osteosarcoma
hsa-mir-221,Carcinoma Non-Small-Cell Lung
hsa-mir-144,Diabetic Cardiomyopathies
hsa-mir-23a,Laryngeal Neoplasms
hsa-mir-132,Diabetes Mellitus Type 2
hsa-mir-212,Diabetes Mellitus Type 2
hsa-mir-331,Prostatic Neoplasms
hsa-mir-215,Glioma
hsa-mir-206,Cardiomegaly
hsa-mir-1207,Ovarian Neoplasms
hsa-mir-302,Fanconi Anemia
hsa-mir-92a,Carcinoma Non-Small-Cell Lung
hsa-mir-664,Osteosarcoma
hsa-mir-27b,Uterine Cervical Neoplasms
hsa-mir-183,Colorectal Neoplasms
hsa-mir-203,Pancreatic Neoplasms
hsa-mir-421,Osteosarcoma
hsa-mir-222,Urinary Bladder Neoplasms
hsa-mir-96,Glioma
hsa-mir-183,Glioma
hsa-mir-138,Glioblastoma
hsa-mir-195,Spinal Cord Injuries
hsa-mir-449a,Breast Neoplasms
hsa-mir-522,Carcinoma Hepatocellular
hsa-mir-210,Kidney Neoplasms
hsa-mir-146a,Hepatitis B Chronic
hsa-mir-125a,Arthritis Juvenile
hsa-mir-195,Myocardial Reperfusion Injury
hsa-mir-93,Stomach Neoplasms
hsa-mir-9,Glioblastoma
hsa-mir-221,Breast Neoplasms
hsa-mir-222,Breast Neoplasms
hsa-mir-141,Breast Neoplasms
hsa-mir-92b,Carcinoma Hepatocellular
hsa-mir-146a,Multiple Myeloma
hsa-mir-196a,Carcinoma Hepatocellular
hsa-mir-449a,Hepatitis B
hsa-mir-106a,Stomach Neoplasms
hsa-mir-96,Prostatic Neoplasms
hsa-mir-937,Lung Neoplasms
hsa-mir-200b,Cytotoxicity Tests Immunologic
hsa-mir-200c,Cytotoxicity Tests Immunologic
hsa-mir-217,Cytotoxicity Tests Immunologic
hsa-mir-182,Chemical and Drug Induced Liver Injury
hsa-mir-126,Neovascularization Pathologic
hsa-mir-21,Cicatrix Hypertrophic
hsa-mir-125b,Stomach Neoplasms
hsa-mir-221,Carcinoma Pancreatic Ductal
hsa-mir-146a,Alzheimer Disease
hsa-mir-182,Brain Ischemia
hsa-mir-34a,Osteoarthritis
hsa-mir-1908,Wound Healing
hsa-mir-1301,Prostatic Neoplasms
hsa-mir-205,Colorectal Neoplasms
hsa-mir-373,Colorectal Neoplasms
hsa-mir-206,Alzheimer Disease
hsa-mir-21,Neuroblastoma
hsa-mir-429,Diabetes Mellitus
hsa-mir-9,Influenza Human
hsa-mir-222,Stomach Neoplasms
hsa-mir-19a,Glioma
hsa-mir-29a,Atrial Fibrillation
hsa-mir-301b,Lung Neoplasms
hsa-mir-340,Stomach Neoplasms
hsa-mir-21,Cholesteatoma
hsa-mir-488,Osteosarcoma
hsa-mir-205,Myelodysplastic Syndromes
hsa-mir-181b,Stomach Neoplasms
hsa-mir-27a,Stomach Neoplasms
hsa-mir-92a,Inferior Wall Myocardial Infarction
hsa-mir-92b,Urinary Bladder Neoplasms
hsa-mir-1303,Neuroblastoma
hsa-mir-146a,Brain Ischemia
hsa-mir-181a,Atherosclerosis
hsa-mir-183,Breast Neoplasms
hsa-mir-363,Glioma
hsa-mir-200c,Stomach Neoplasms
hsa-mir-15b,Carcinoma Hepatocellular
hsa-mir-17,Macular Degeneration
hsa-mir-19b,Pulmonary Fibrosis
hsa-mir-483,Stomach Neoplasms
hsa-mir-125b,Retinoblastoma
hsa-mir-15b,Neoplasms
hsa-mir-15b,Leiomyoma
hsa-mir-375,Liver Failure
hsa-mir-181a,Leukemia Myeloid Acute
hsa-mir-29b,Hearing Loss
hsa-mir-138,Obesity
hsa-mir-222,Obesity
hsa-mir-212,Carcinoma Pancreatic Ductal
hsa-mir-21,Choriocarcinoma
hsa-mir-375,Diabetes Mellitus
hsa-mir-223,Glioblastoma
hsa-mir-92a,Osteosarcoma
hsa-mir-205,Endometrial Neoplasms
hsa-mir-196b,Myelodysplastic Syndromes
hsa-mir-214,Osteosarcoma
hsa-mir-320,Ovarian Neoplasms
hsa-mir-10b,Colorectal Neoplasms
hsa-mir-221,Ovarian Neoplasms
hsa-let-7,Carcinoma Hepatocellular
hsa-let-7a,Carcinoma Hepatocellular
hsa-let-7e,Carcinoma Hepatocellular
hsa-mir-194,Colorectal Neoplasms
hsa-mir-10b,Neoplasms
hsa-mir-130a,Leukemia Myeloid Acute
hsa-mir-155,Leukemia Myeloid Acute
hsa-mir-19a,Multiple Myeloma
hsa-mir-34a,Pituitary Neoplasms
hsa-mir-9,Breast Neoplasms
hsa-mir-214,Multiple Myeloma
hsa-mir-27b,Multiple Myeloma
hsa-mir-301a,Colorectal Neoplasms
hsa-mir-125b-1,Carcinoma Hepatocellular
hsa-mir-125b-2,Carcinoma Hepatocellular
hsa-mir-142,Lung Neoplasms
hsa-mir-145,Lung Neoplasms
hsa-mir-34c,Lung Neoplasms
hsa-mir-100,Ovarian Neoplasms
hsa-mir-22,Ovarian Neoplasms
hsa-mir-194,Liver Neoplasms
hsa-let-7a-1,Hypertrophy
hsa-let-7a-2,Hypertrophy
hsa-let-7a-3,Hypertrophy
hsa-let-7b,Hypertrophy
hsa-let-7c,Hypertrophy
hsa-let-7d,Hypertrophy
hsa-let-7e,Hypertrophy
hsa-let-7f-1,Hypertrophy
hsa-let-7f-2,Hypertrophy
hsa-let-7g,Hypertrophy
hsa-let-7i,Hypertrophy
hsa-mir-98,Hypertrophy
hsa-mir-146a,Atherosclerosis
hsa-mir-128,Glioblastoma
hsa-mir-663,Leukemia
hsa-mir-146b,Lung Neoplasms
hsa-mir-199a-2,Carcinoma Hepatocellular
hsa-mir-16,Acute Lung Injury
hsa-mir-10a,Leukemia Myeloid Acute
hsa-mir-143,Colonic Neoplasms
hsa-mir-200c,Colonic Neoplasms
hsa-mir-424,Colonic Neoplasms
hsa-let-7a-1,Esophageal Neoplasms
hsa-let-7a-2,Esophageal Neoplasms
hsa-let-7a-3,Esophageal Neoplasms
hsa-mir-29a,Ovarian Neoplasms
hsa-let-7a-1,Colorectal Neoplasms
hsa-let-7a-2,Colorectal Neoplasms
hsa-let-7a-3,Colorectal Neoplasms
hsa-mir-92a-1,Carcinoma Hepatocellular
hsa-mir-34b,Carcinoma Non-Small-Cell Lung
hsa-mir-223,Arthritis Rheumatoid
hsa-let-7b,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-34a,Melanoma
hsa-mir-34c,Melanoma
hsa-mir-124,Medulloblastoma
hsa-mir-142,Stomach Neoplasms
hsa-mir-155,Stomach Neoplasms
hsa-mir-19b,Cardiovascular Diseases
hsa-mir-133a,Hypertension
hsa-mir-27a,Hypertension
hsa-mir-29a,Hypertension
hsa-mir-155,Ovarian Neoplasms
hsa-mir-138-1,Neuroblastoma
hsa-mir-138-2,Neuroblastoma
hsa-mir-34a,Stomach Neoplasms
hsa-mir-181b,Atherosclerosis
hsa-mir-129,Medulloblastoma
hsa-let-7a,Neoplasms
hsa-mir-486,Breast Neoplasms
hsa-let-7a,Diabetes Mellitus Type 2
hsa-mir-145,Melanoma
hsa-mir-449a,Stomach Neoplasms
hsa-let-7a,Sarcoma Ewing
hsa-mir-133b,Stomach Neoplasms
hsa-mir-24,Heart Diseases
hsa-mir-107,Breast Neoplasms
hsa-mir-7,Liver Neoplasms
hsa-mir-21,Atherosclerosis
hsa-let-7c,Ovarian Neoplasms
hsa-mir-29a,Diabetes Mellitus
hsa-mir-206,Ovarian Neoplasms
hsa-mir-183,Neuralgia
hsa-mir-143,Leukemia
hsa-mir-499,Heart Diseases
hsa-mir-499,Myocardial Infarction
hsa-mir-155,Glioblastoma
hsa-mir-155,Arthritis
hsa-mir-34a,Carcinoma Renal Cell
hsa-mir-206,Carcinoma Hepatocellular
hsa-mir-99a,Urinary Bladder Neoplasms
hsa-mir-34a,Glioma
hsa-let-7,Pancreatic Neoplasms
hsa-mir-7,Neurodegenerative Diseases
hsa-mir-155,Malaria Cerebral
hsa-let-7d,Carcinoma Renal Cell
hsa-let-7g,Osteosarcoma
hsa-mir-200b,Cicatrix Hypertrophic
hsa-mir-200c,Lung Neoplasms
hsa-mir-7,Lung Neoplasms
hsa-mir-30b,Laryngeal Neoplasms
hsa-mir-218,Carcinoma Hepatocellular
hsa-let-7g,Carcinoma Hepatocellular
hsa-let-7i,Carcinoma Hepatocellular
hsa-mir-133a,Myocardial Infarction
hsa-let-7b,Stomach Neoplasms
hsa-mir-16,Glioma
hsa-let-7,Stomach Neoplasms
hsa-mir-10a,Hernia Diaphragmatic
hsa-mir-200,Hernia Diaphragmatic
hsa-mir-200b,Hernia Diaphragmatic
hsa-mir-146b,Uterine Cervical Neoplasms
hsa-mir-143,Osteosarcoma
hsa-mir-214,Reperfusion Injury
